ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,Sq Ft,PERMIT#,APPL. TYPE,ISSUED DATE
143,ST. PATRICK ST ,K1N5J9,Ward 12,42482,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 1st floor of a 3 storey mixed use building (Archbishop's Residence),0,30000,793,1606199,Construction,2016-09-08 12:59
2288,TENTH LINE RD ,K4A0X4,Ward 19,,2,CONTRACTOR UNKNOWN,Retail,Cumberland,"Tenant fit up in a 1 retail building (Unit #7, Pasargad Grill)",0,67073.8,1805,1606200,Construction,2016-09-08 13:14
25,"ASTROLABE, PLACE DE L'  ",,Ward 19,,,TAMARACK DEVELOPMENTS CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling,1,428417.64,2562,1606201,Construction,2016-09-08 13:28
47,"ASTROLABE, PLACE DE L'  ",,Ward 19,,,TAMARACK DEVELOPMENTS CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling,1,311883.88,2562,1606202,Construction,2016-09-08 13:30
1906,MCCORD DR ,K2W1B3,Ward 5,4M-809,3,***CONTRACTOR***,Single,Kanata,Construct an attached deck with roof  (rear yard),0,4500,118,1606203,Construction,2016-09-08 13:31
6736,OTTAWA ST ,,Ward 21,,19,***CONTRACTOR***,Single,Goulbourn,Construct a 1 storey detached dwelling,1,302668.2,1810,1606204,Construction,2016-09-08 14:03
2487,KALADAR AVE ,K1V8B9,Ward 17,31,15-17,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Interior atlerations to a 1 storey warehouse building (Unit # 360 A - Ruthian Baseball Academy),0,125000,13196.5,1606205,Construction,2016-09-08 14:21
40,PALMETO CRT ,K2S0X2,Ward 6,4M1532,143,ACME RENOVATIONS,Single,Goulbourn,Construct a deck (rear yard),0,8000,168,1606206,Construction,2016-09-08 14:28
377,PAULINE CHARRON PL ,K1L8L6,Ward 12,644,6,***CONTRACTOR***,Single,Vanier,Construct a deck (rear yard),0,8000,140,1606207,Construction,2016-09-08 14:43
248,SHINLEAF CRES ,K1W0J2,Ward 2,4M-1545,16,RICHCRAFT QUALITY HOME BUILDERS,Single,Gloucester,Construct a 2 storey detached dwelling,1,478918.08,2864,1606208,Construction,2016-09-08 14:46
708,MONDEGO TERR ,K2J0M4,Ward 3,4M-1423,286,CONTRACTOR UNKNOWN,Single,Nepean,Construct a deck (rear yard),0,10500,307,1606209,Construction,2016-09-08 14:47
2018,OGILVIE RD ,K1J7N9,Ward 11,,20,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit-up in a 1 storey retail building - Building C2 (Crust & Crate),0,185614.2,4995,1606210,Construction,2016-09-08 14:48
9,CORVUS CRT ,K2E7Z4,Ward 9,4M-604,,MAR GARD BUILDERS LTD.,Office,Nepean,Construct a 1 storey addition to a 2 storey office building,0,818876.34,4897,1606211,Construction,2016-09-08 14:50
1855,BEATTIE AVE ,K1H5R7,Ward 18,4M-784,8,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Interior alterations to a 2 storey detached dwelling (1st floor, Remove a loadbearing wall)",0,5000,94.18,1606212,Construction,2016-09-08 15:28
2064,RIVER RD ,K4M1B4,Ward 20,,14,CONTRACTOR UNKNOWN,Detached Garage/Shed,Osgoode,Construct a detached garage,0,35000,1800,1606213,Construction,2016-09-08 15:59
151,BOURBON ST ,K1V9J8,Ward 16,4M-139,167,8441022 CANADA INC.,Single,Old Ottawa,Interior/Exterior alterations to the 1st floor of a 1 1/2 storey detached dwelling,0,10000,800,1606214,Construction,2016-09-08 16:11
9,BORDUAS CRT ,K2K1K9,Ward 4,826,433,***CONTRACTOR***,Detached Garage/Shed,Kanata,Construct a shed (rear yard),0,8900,144,1606215,Construction,2016-09-09 9:19
209,MOUNTSHANNON DR ,K2J4N4,Ward 3,4M-889,24 & 23,HENEAULT ET GOSSELIN INC.,Semi - Detached,Nepean,Exterior alterations to a 1 storey semi-detached dwelling (repair of foundation),0,10000,97,1606216,Construction,2016-09-09 9:27
200,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,67,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-04 Kinghurst 2014 C,1,263241,1771,1606217,Construction,2016-09-09 10:18
232,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1532,83,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Bronte 2014 C,1,310211,2087,1606218,Construction,2016-09-09 10:21
255,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,95,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-04 Kinghurst 2014 A,1,263836,1775,1606219,Construction,2016-09-09 10:23
207,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,109,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-04 Kinghurst 2014 A,1,263836,1775,1606220,Construction,2016-09-09 10:25
129,SMIRLE AVE ,K1Y0S4,Ward 15,M-52,681,HOME BUILDERS CONSULTING,Duplex,Old Ottawa,Construct a 2-storey duplex,2,356338.39,2870.28,1606221,Construction,2016-09-09 10:28
518,ROCHESTER ST ,K1S4L9,Ward 14,35,5,STRATA CONSTRUCTION,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,15000,-613,1606222,Demolition,2016-09-09 10:42
1085,FALAISE RD ,K2C0M8,Ward 16,455,94,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,25000,-1600,1606223,Demolition,2016-09-09 10:44
551,PAINE AVE ,K2T0K7,Ward 4,4M-1535,116,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 36-04 Killarney 2014 D,1,358668,2413,1606224,Construction,2016-09-09 10:47
247,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,99,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Bellevue 2014 A,1,214190,1441,1606225,Construction,2016-09-09 10:51
553,PAINE AVE ,K2T0K7,Ward 4,4M-1535,117,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Jefferson 2015 A,1,291163,1744,1606226,Construction,2016-09-09 10:55
518,ROCHESTER ST ,K1S4L9,Ward 14,35,3,STRATA CONSTRUCTION,Apartment,Old Ottawa,EXCAVATION ONLY - Construct a 21 storey residential building with 3 levels of underground parking,0,0,0,1606227,Construction,2016-09-09 10:55
249,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,98,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-02 Elora 2014 A,1,230392,1550,1606228,Construction,2016-09-09 10:57
251,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,97,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-02 Elora 2014 B,1,230392,1550,1606229,Construction,2016-09-09 11:03
3849,CARP RD ,K0A1L0,Ward 5,,19,***CONTRACTOR***,Single,West Carleton,Construct an addition to a 1 storey detached dwelling (rear yard),0,30434.04,182,1606230,Construction,2016-09-09 11:05
248,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,91,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 36-03 Fitzroy 2014 C,1,338601,2278,1606231,Construction,2016-09-09 11:07
5597,TRUDEAU AVE ,K0A3H0,Ward 19,4M-,,***CONTRACTOR***,Single,Cumberland,Construct a 1 storey detached dwelling,1,206516.7,1235,1606232,Construction,2016-09-09 11:08
246,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,90,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 36-02 Balsam 2014 B,1,298915,2011,1606233,Construction,2016-09-09 11:12
252,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,93,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-04 Kinghurst 2014 C,1,263241,1771,1606234,Construction,2016-09-09 11:16
567,PAINE AVE ,K2T0K7,Ward 4,4M-1535,119,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-03 Hyde 2014 B,1,246296,1657,1606235,Construction,2016-09-09 11:21
1506,MONAGHAN LANE ,K2W1B4,Ward 5,4M-829,33,KEMPTVILLE POOL & SPA,Single,Kanata,Install an inclosure for an inground pool (rear yard),0,0,0,1606236,Pool Enclosure,2016-09-09 11:23
204,EDGEFIELD TERR ,K2J0L7,Ward 3,4M-1311,130,KEMPTVILLE POOL & SPA,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1606237,Pool Enclosure,2016-09-09 11:24
238,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,86,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 36-06 Stanley 2014 B,1,362978,2442,1606238,Construction,2016-09-09 11:27
254,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,94,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-03 Hyde 2014 B,1,246296,1657,1606239,Construction,2016-09-09 11:29
202,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,68,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 30-02 Elora 2014 A,1,230392,1550,1606240,Construction,2016-09-09 11:32
340,MACLAREN ST ,K2P0M6,Ward 14,776,,CRAFTING VISIONS,Office,Old Ottawa,Remove and replace a front porch on a 3 storey office building,0,10000,131,1606241,Construction,2016-09-09 11:33
244,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,89,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Georgian C 2015,1,348412,2344,1606242,Construction,2016-09-09 11:34
240,SADDLEBACK CRES ,K2T0K8,Ward 4,4M-1535,87,MINTO COMMUNITIES INC.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 36-03 Fitzroy 2014 B,1,338601,2278,1606243,Construction,2016-09-09 11:39
393,WARMSTONE DR ,K2S0W2,Ward 6,4M-1549,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-1 2015 A,T-7 2015 A,T-6 2015 A,T-6 2015 A",5,895072,8029,1606244,Construction,2016-09-09 11:41
395,WARMSTONE DR ,K2S0W2,Ward 6,4M-1549,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-1 2015 A,T-7 2015 A,T-6 2015 A,T-6 2015 A",5,895072,8029,1606244,Construction,2016-09-09 11:41
397,WARMSTONE DR ,K2S0W2,Ward 6,4M-1549,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-1 2015 A,T-7 2015 A,T-6 2015 A,T-6 2015 A",5,895072,8029,1606244,Construction,2016-09-09 11:41
399,WARMSTONE DR ,K2S0W2,Ward 6,4M-1549,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-1 2015 A,T-7 2015 A,T-6 2015 A,T-6 2015 A",5,895072,8029,1606244,Construction,2016-09-09 11:41
401,WARMSTONE DR ,K2S0W2,Ward 6,4M-1549,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-1 2015 A,T-7 2015 A,T-6 2015 A,T-6 2015 A",5,895072,8029,1606244,Construction,2016-09-09 11:41
4895,BOWESVILLE RD ,K1X1B6,Ward 20,858,1,CONTRACTOR UNKNOWN,Single,Gloucester,Interior/ exterior alterations to a 1 storey detached dwelling,0,15000,50,1606245,Construction,2016-09-09 11:49
1660,COMSTOCK RD ,K1B5L2,Ward 11,4M-,25,SIMLUC CONTRACTORS LTD,Industrial,Old Ottawa,Interior alterations in a 1 storey industrial building,0,918818.16,24726,1606246,Construction,2016-09-09 11:56
1568,MERIVALE RD ,K2G3J9,Ward 8,299087,pt lot 11 to 22,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant fit-up in a 1 storey retail building - (Unit 10 - Liu Yi Shou Hot Pot),0,50000,2000,1606247,Construction,2016-09-09 12:05
3520,TENTH LINE RD ,K4B1H8,Ward 19,,10,AIM PROJECT MANAGEMENT,Single,Cumberland,"Construct  2, 1 storey additions to a 1 storey detached dwelling (front & side yard)",0,175581,1050,1606248,Construction,2016-09-09 12:37
1465,RICHMOND RD ,K2B6R9,Ward 7,427924,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations to a 1 storey retail building (Britannia Plaza, base building work, new entrance and roof top units)",0,100000,4712.16,1606249,Construction,2016-09-09 12:38
512,FRASER AVE ,K2A2R2,Ward 15,M-29,155,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a pool shed (rear yard),0,7500,120,1606250,Construction,2016-09-09 13:12
2523,HANLON AVE ,K2B7X2,Ward 7,413452,1035,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to finish the basement of a 1 storey detached dwelling,0,22296,600,1606251,Construction,2016-09-09 13:31
580,VIA MATTINO WAY ,K2J6B8,Ward 3,4M-1527,,MATTINO DEVELOPMENTS INC,Rowhouse,Nepean,Construct a block of 4 rowhouses,4,872832.66,8557,1606252,Construction,2016-09-09 13:37
582,VIA MATTINO WAY ,K2J6B8,Ward 3,4M-1527,,MATTINO DEVELOPMENTS INC,Rowhouse,Nepean,Construct a block of 4 rowhouses,4,872832.66,8557,1606252,Construction,2016-09-09 13:37
584,VIA MATTINO WAY ,K2J6B8,Ward 3,4M-1527,,MATTINO DEVELOPMENTS INC,Rowhouse,Nepean,Construct a block of 4 rowhouses,4,872832.66,8557,1606252,Construction,2016-09-09 13:37
586,VIA MATTINO WAY ,K2J6B8,Ward 3,4M-1527,,MATTINO DEVELOPMENTS INC,Rowhouse,Nepean,Construct a block of 4 rowhouses,4,872832.66,8557,1606252,Construction,2016-09-09 13:37
1754,LEDUC CRES ,K4A2V6,Ward 1,50M-148,56,DISTINCTIVE BATHROOMS AND KITCHENS,Single,Cumberland,Interior alterations to the kitchen of a 2 storey detached dwelling,0,10000,180,1606253,Construction,2016-09-09 13:52
392,GREENWOOD AVE ,K2A0X3,Ward 15,257,119,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling and a shed,-1,20000,-820,1606254,Demolition,2016-09-09 14:01
1545,CARLING AVE ,K1Z8P9,Ward 15,42,12 & 13,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations on the 2nd floor of a 7 storey office building (Unit# 205, Fuelled Networks)",0,25000,1675,1606255,Construction,2016-09-09 14:07
390,GREENWOOD AVE ,K2A0X3,Ward 15,257,119,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,653644.4,4710,1606256,Construction,2016-09-09 14:07
392,GREENWOOD AVE ,K2A0X3,Ward 15,257,119,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,653644.4,4710,1606256,Construction,2016-09-09 14:07
207,SUNNYSIDE AVE ,K1S0R4,Ward 17,116,21 - 22,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition to a detached dwelling (rear yard),0,5225.63,31.25,1606257,Construction,2016-09-09 14:15
506,RAVENDALE WAY ,K2J0M5,Ward 3,4M-1311,206,JUST BASEMENTS,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,35302,950,1606258,Construction,2016-09-09 14:25
402,ANDALUSIAN CRES ,K2V0E3,Ward 6,4M-1521,174,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 1 storey detached dwelling,1,271565.28,2450,1606259,Construction,2016-09-09 14:46
150,HERRICK DR ,,Ward 5,,27,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a storage shed (rear yard),0,14560,728,1606260,Construction,2016-09-09 14:57
217,BELLEEK LANE ,K2J6G7,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Monterey 2015 End CD,Haven 2015 CA,Haven 2015 CA",4,672891,6036,1606261,Construction,2016-09-09 15:15
219,BELLEEK LANE ,K2J6G7,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Monterey 2015 End CD,Haven 2015 CA,Haven 2015 CA",4,672891,6036,1606261,Construction,2016-09-09 15:15
221,BELLEEK LANE ,K2J6G7,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Monterey 2015 End CD,Haven 2015 CA,Haven 2015 CA",4,672891,6036,1606261,Construction,2016-09-09 15:15
223,BELLEEK LANE ,K2J6G7,Ward 21,4M-1552,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Monterey 2015 End CD,Haven 2015 CA,Haven 2015 CA",4,672891,6036,1606261,Construction,2016-09-09 15:15
1963,HAIG DR ,K1G2J9,Ward 18,627,256,"SAUVE, PAUL",Single,Old Ottawa,Exterior alterations to a 1 storey detached dwelling (Extend roof above front door steps),0,1500,120,1606262,Construction,2016-09-09 15:55
898,RALPH HENNESSY AVE ,,Ward 22,,46,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 44-3 Alt 2016,1,490121,2931,1606263,Construction,2016-09-09 16:08
900,RALPH HENNESSY AVE ,,Ward 22,,47,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-1 The Rockway 2016 A Standard,1,322994,2173,1606264,Construction,2016-09-09 16:11
1575,LOUGH DR ,K4C1A9,Ward 19,M33,24,"WOLK, MARK",Single,Cumberland,Construct a 1 storey secondary dwelling unit addition (side yard) to a 2 storey detached dwelling,1,87573.48,932,1606271,Construction,2016-09-09 16:24
1197,MANOTICK STATION RD ,K4M1B2,Ward 20,,3,THE FIREPLACE STATION LTD,Single,Osgoode,Install a woostove and chimney in a 2 storey detached dwelling (1st floor),0,6000,32.29,1606274,Construction,2016-09-09 16:39
301,DUNLIN RIDGE ,,Ward 3,4M-1471,11B,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 3620 2015 B Corner,1,350790,2360,1606275,Construction,2016-09-09 16:46
300,DUNLIN RIDGE ,,Ward 3,4M-1471,39B,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 4314 2015 B Corner,1,385423,2593,1606276,Construction,2016-09-09 16:59
896,RALPH HENNESSY AVE ,,Ward 22,4M-,45,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 50-2 Borden 2016 Standard,1,480999,3236,1606277,Construction,2016-09-12 8:39
451,SMYTH RD ,K1H8M5,Ward 18,405,1,"PCL CONSTRUCTORS CANADA INC,",Institutional,Old Ottawa,Interior alterations in the penthouse of a 5 storey institutional building - replace generator (University of Ottawa - Roger Guindon Hall),0,1127964,200,1606278,Construction,2016-09-12 8:48
806,DE SALABERRY ST ,K1J6Y8,Ward 11,830,729,CYPRESS CONSTRUCTION INC.,Single,Gloucester,Interior/Exterior alterations to a 2 storey detached dwelling (patio door at rear and interior layout change),0,1200,10,1606279,Construction,2016-09-12 8:57
19,QUALICUM ST ,K2H7G9,Ward 8,447764,150,BSG OTTAWA INC,Single,Nepean,Interior alterations in the garage of a 1 storey detached dwelling,0,4000,53.8,1606280,Construction,2016-09-12 9:09
981,SHIMMERTON CIR ,,Ward 23,4m-1520,376(4376),MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Atrium 2015 A,1,229593,1373,1606281,Construction,2016-09-12 9:11
1505,LAPERRIERE AVE ,K1Z7T1,Ward 16,387939,02-Jan,DYMON CONSTRUCTION LTD.,Office,Old Ottawa,Tenant fit-up on the 2nd floor of a 4 storey office building,0,118300,1820,1606282,Construction,2016-09-12 9:19
2237,HARDING RD ,K1G3B3,Ward 18,4M-756,,ZINN RICHARDSON CONSTRUCTION INC,Semi - Detached,Old Ottawa,Interior alterations to a 2 storey semi-detached dwelling (1st floor),0,20000,200,1606283,Construction,2016-09-12 9:20
563,MCLEOD ST ,K1R5R2,Ward 14,30,39,ERIC'S CONCRETE & MASONRY SERVICES LTD.,Duplex,Old Ottawa,Foundation repairs to a 2 storey duplex,0,86000,1,1606284,Construction,2016-09-12 9:21
565,MCLEOD ST ,K1R5R2,Ward 14,30,39,ERIC'S CONCRETE & MASONRY SERVICES LTD.,Duplex,Old Ottawa,Foundation repairs to a 2 storey duplex,0,86000,1,1606284,Construction,2016-09-12 9:21
56,MUTCHMOR RD ,K1S1L8,Ward 17,2450033,75,***CONTRACTOR***,Single,Old Ottawa,Construct a covered porch (front yard),0,21000,175,1606285,Construction,2016-09-12 9:24
45,O'CONNOR ST ,K1P1A4,Ward 14,4M-3922,14-21,"PCL CONSTRUCTORS CANADA INC.,",Office,Old Ottawa,"Interior alterations to the 17th floor of a 20 storey office building (World Exchange Plaza, Renovate washroom, lobby & corridor)",0,400000,1539.24,1606286,Construction,2016-09-12 9:24
994,SHIMMERTON CIR ,,Ward 23,4m-1520,347(4347),MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Ferncliffe 2015 E,1,285946,1710,1606287,Construction,2016-09-12 9:50
212,HINTON AVE N,K1Y1A3,Ward 15,157,1576,"RIOPELLE, RICK",Rowhouse,Old Ottawa,PLUMBING ONLY - Install a new City Sewer in a semi-detached dwelling,1,0,0,1606289,Construction,2016-09-12 10:04
972,SHIMMERTON CIR ,,Ward 23,4m-1520,359,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Glade 2016 B,1,324239,1939,1606290,Construction,2016-09-12 10:29
168,HAWTHORNE AVE ,K1S0B3,Ward 17,150,11,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Exterior alterations to repair the fire escape on 2 storey, 6 unit apartment building",0,35000,581,1606291,Construction,2016-09-12 10:31
328,BOBOLINK RIDGE ,,Ward 6,4M-1503,97,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Goulbourn,Construct a 1 Storey Single with attached garage  Model: 43-7 Hamilton I 2014 A,1,207947,1399,1606292,Construction,2016-09-12 10:38
75,REMORA WAY ,K2J6H4,Ward 3,4m-1560,72,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Marigold 2015 B,1,285946,1710,1606293,Construction,2016-09-12 10:48
294,ALEX POLOWIN AVE ,K2J6H4,Ward 21,4M-1560,63,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 A,1,444303,2657,1606294,Construction,2016-09-12 10:51
296,ALEX POLOWIN AVE ,K2J6H4,Ward 3,4M-1560,62,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 C,1,447647,2677,1606295,Construction,2016-09-12 10:53
288,ALEX POLOWIN AVE ,K2J6H4,Ward 21,4M-1560,66,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Marigold 2015 C,1,284441,1701,1606296,Construction,2016-09-12 10:55
71,REMORA WAY ,K2J6H4,Ward 3,4m-1560,70,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 A,1,444303,2657,1606297,Construction,2016-09-12 10:57
290,ALEX POLOWIN AVE ,K2J6H4,Ward 21,4M-1560,65,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 C,1,447647,2677,1606298,Construction,2016-09-12 11:00
65,REMORA WAY ,K2J6H4,Ward 3,4m-1560,67,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Marigold 2015 A,1,286113,1711,1606299,Construction,2016-09-12 11:02
69,REMORA WAY ,K2J6H4,Ward 3,4m-1560,69,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Sycamore 2015 C,1,396311,2370,1606300,Construction,2016-09-12 11:05
73,REMORA WAY ,K2J6H4,Ward 3,4m-1560,71,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 B,1,446310,2669,1606301,Construction,2016-09-12 11:07
292,ALEX POLOWIN AVE ,K2J6H4,Ward 21,4M-1560,64,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 B,1,446310,2669,1606302,Construction,2016-09-12 11:19
