Application Number,Application Date,Application Type,Address,Object Status Type,Application Status,File Lead,Brief Description,Object Status Date,Ward #,Ward,
D07-12-22-0185,2022-12-23,Site Plan Control,"1765 MONTREAL, CH DE ",Initial Circulation Period Completed,Active,Stephen Belan,"The proposed development at 1765 Montreal Rd. is a tiered 9-storey apartment building with surface parking on the podium accessed via Montreal Rd. and one level of underground parking accessed via Beckenham Ln. It will have 159 rental units varying in size, and 194 parking spaces (162 resident and 32 visitor). The proposed development at 9 Beckenham Ln. is two sets of 6 standard townhouses for a 1 total of 12 units with individual front entrances and garages. The townhouses will be a condominium project, it will have 12 parking spaces, and each unit will be a 3-bedroom unit. As per section 102, (4), visitor parking is not required for the townhouses.",2023-02-16 12:16,Ward 11,BEACON HILL-CYRVILLE,
D02-02-22-0125,2022-12-23,Zoning By-law Amendment,9 BECKENHAM Lane,Comment Period in Progress,Active,Stephen Belan,"The proposed development at 1765 Montreal Rd. is a tiered 9-storey apartment building with surface parking on the podium accessed via Montreal Rd. and one level of underground parking accessed via Beckenham Ln. It will have 159 rental units varying in size, and 194 parking spaces (162 resident and 32 visitor). The proposed development at 9 Beckenham Ln. is two sets of 6 standard townhouses for a 1 total of 12 units with individual front entrances and garages. The townhouses will be a condominium project, it will have 12 parking spaces, and each unit will be a 3-bedroom unit. As per section 102, (4), visitor parking is not required for the townhouses.",2023-01-19 11:26,Ward 11,BEACON HILL-CYRVILLE,
D02-02-22-0125,2022-12-23,Zoning By-law Amendment,"1765 MONTREAL, CH DE ",Comment Period in Progress,Active,Stephen Belan,"The proposed development at 1765 Montreal Rd. is a tiered 9-storey apartment building with surface parking on the podium accessed via Montreal Rd. and one level of underground parking accessed via Beckenham Ln. It will have 159 rental units varying in size, and 194 parking spaces (162 resident and 32 visitor). The proposed development at 9 Beckenham Ln. is two sets of 6 standard townhouses for a 1 total of 12 units with individual front entrances and garages. The townhouses will be a condominium project, it will have 12 parking spaces, and each unit will be a 3-bedroom unit. As per section 102, (4), visitor parking is not required for the townhouses.",2023-01-19 11:26,Ward 11,BEACON HILL-CYRVILLE,
D02-02-22-0128,2022-12-28,Zoning By-law Amendment,3493 INNES Road,Comment Period in Progress,Active, ,"Development of two double-height single storey commercial use buildings, each of which will have gross floor areas of approximately 821 Square meter. A single full-movement access point from Innes Road is proposed. A surface parking lot will provide a total of 69 parking spaces.",2023-02-02 13:52,Ward 2,ORLÉANS WEST-INNES,
D02-02-22-0128,2022-12-28,Zoning By-law Amendment,3497 INNES Road,Comment Period in Progress,Active, ,"Development of two double-height single storey commercial use buildings, each of which will have gross floor areas of approximately 821 Square meter. A single full-movement access point from Innes Road is proposed. A surface parking lot will provide a total of 69 parking spaces.",2023-02-02 13:52,Ward 2,ORLÉANS WEST-INNES,
D02-02-22-0128,2022-12-28,Zoning By-law Amendment,3499 INNES Road,Comment Period in Progress,Active, ,"Development of two double-height single storey commercial use buildings, each of which will have gross floor areas of approximately 821 Square meter. A single full-movement access point from Innes Road is proposed. A surface parking lot will provide a total of 69 parking spaces.",2023-02-02 13:52,Ward 2,ORLÉANS WEST-INNES,
D07-12-22-0189,2022-12-28,Site Plan Control,3493 INNES Road,On Circulation; Initial Submission Review,Active,Shoma Murshid,"Development of two double-height single storey commercial use buildings, each of which will have gross floor areas of approximately 821 Square meter.  A single full-movement access point from Innes Road is proposed. A surface parking lot will provide a total of 69 parking spaces.",2023-02-02 15:49,Ward 2,ORLÉANS WEST-INNES,
D07-12-22-0189,2022-12-28,Site Plan Control,3497 INNES Road,On Circulation; Initial Submission Review,Active,Shoma Murshid,"Development of two double-height single storey commercial use buildings, each of which will have gross floor areas of approximately 821 Square meter.  A single full-movement access point from Innes Road is proposed. A surface parking lot will provide a total of 69 parking spaces.",2023-02-02 15:49,Ward 2,ORLÉANS WEST-INNES,
D07-12-22-0189,2022-12-28,Site Plan Control,3499 INNES Road,On Circulation; Initial Submission Review,Active,Shoma Murshid,"Development of two double-height single storey commercial use buildings, each of which will have gross floor areas of approximately 821 Square meter.  A single full-movement access point from Innes Road is proposed. A surface parking lot will provide a total of 69 parking spaces.",2023-02-02 15:49,Ward 2,ORLÉANS WEST-INNES,
D07-12-22-0186,2022-12-27,Site Plan Control,405 HUNTMAR Drive,Additional Submission Review Required,Active,Alex Gatien,"Two new light-industrial buildings of approximately 21,398 sq. m. and 23,095 sq. m. respective. Each building will be divided into four individual units. Units are intended to be leased and the site is not proposed to be subdivided.",2023-06-28 16:18,Ward 4,KANATA NORTH,
D07-12-22-0187,2022-12-28,Site Plan Control,273 RUSS BRADLEY Road,Initial Review Comments Sent,Active,Jeffrey C Ostafichuk,"A series (12) of self storage warehouse buildings containing a total of 423 storage units and accessory office space with a gross floor area of 6326 square metres, to be constructed in phases.",2023-05-29 12:34,Ward 5,WEST CARLETON-MARCH,
D07-12-22-0187,2022-12-28,Site Plan Control,275 RUSS BRADLEY Road,Initial Review Comments Sent,Active,Jeffrey C Ostafichuk,"A series (12) of self storage warehouse buildings containing a total of 423 storage units and accessory office space with a gross floor area of 6326 square metres, to be constructed in phases.",2023-05-29 12:34,Ward 5,WEST CARLETON-MARCH,
D07-12-22-0188,2022-12-28,Site Plan Control,219 BANK Street,Application File Pending,File Pending,Adrian Van Wyk,"The proposal is to build a residential use addition above the heritage contributing buildings that front onto Bank, Nepean and Lisgar Streets. The proposal will retain the existing facades along all frontages up to their original heights (2 to 3 storeys) and build a residential tower of up to a total of 9 stories above, setback approximately 3 meters from the front and corner side lot lines. The subject property will have a total of 297 residential units and 886 square metres of retail space on the ground floor.",2023-03-07 09:16,Ward 14,SOMERSET,
D07-12-22-0188,2022-12-28,Site Plan Control,223 BANK Street,Application File Pending,File Pending,Adrian Van Wyk,"The proposal is to build a residential use addition above the heritage contributing buildings that front onto Bank, Nepean and Lisgar Streets. The proposal will retain the existing facades along all frontages up to their original heights (2 to 3 storeys) and build a residential tower of up to a total of 9 stories above, setback approximately 3 meters from the front and corner side lot lines. The subject property will have a total of 297 residential units and 886 square metres of retail space on the ground floor.",2023-03-07 09:16,Ward 14,SOMERSET,
D07-12-22-0188,2022-12-28,Site Plan Control,178 NEPEAN Street,Application File Pending,File Pending,Adrian Van Wyk,"The proposal is to build a residential use addition above the heritage contributing buildings that front onto Bank, Nepean and Lisgar Streets. The proposal will retain the existing facades along all frontages up to their original heights (2 to 3 storeys) and build a residential tower of up to a total of 9 stories above, setback approximately 3 meters from the front and corner side lot lines. The subject property will have a total of 297 residential units and 886 square metres of retail space on the ground floor.",2023-03-07 09:16,Ward 14,SOMERSET,
D02-02-22-0127,2022-12-28,Zoning By-law Amendment,219 BANK Street,Application File Pending,File Pending,Adrian Van Wyk,"The proposal is to build a residential use addition above the heritage contributing buildings that front onto Bank, Nepean and Lisgar Streets. The proposal will retain the existing facades along all frontages up to their original heights (2 to 3 storeys) and build a residential tower of up to a total of 9 stories above, setback approximately 3 meters from the front and corner side lot lines. The subject property will have a total of 297 residential units and 886 square metres of retail space on the ground floor.",2023-03-07 09:22,Ward 14,SOMERSET,
D02-02-22-0127,2022-12-28,Zoning By-law Amendment,223 BANK Street,Application File Pending,File Pending,Adrian Van Wyk,"The proposal is to build a residential use addition above the heritage contributing buildings that front onto Bank, Nepean and Lisgar Streets. The proposal will retain the existing facades along all frontages up to their original heights (2 to 3 storeys) and build a residential tower of up to a total of 9 stories above, setback approximately 3 meters from the front and corner side lot lines. The subject property will have a total of 297 residential units and 886 square metres of retail space on the ground floor.",2023-03-07 09:22,Ward 14,SOMERSET,
D02-02-22-0127,2022-12-28,Zoning By-law Amendment,178 NEPEAN Street,Application File Pending,File Pending,Adrian Van Wyk,"The proposal is to build a residential use addition above the heritage contributing buildings that front onto Bank, Nepean and Lisgar Streets. The proposal will retain the existing facades along all frontages up to their original heights (2 to 3 storeys) and build a residential tower of up to a total of 9 stories above, setback approximately 3 meters from the front and corner side lot lines. The subject property will have a total of 297 residential units and 886 square metres of retail space on the ground floor.",2023-03-07 09:22,Ward 14,SOMERSET,
D07-12-22-0190,2022-12-30,Site Plan Control,1545 MERIVALE Road,Resubmission Deemed Adequate,Active,Samantha Gatchene,"A Site Plan Control application to construct a 1-storey, 2,481 sqm medical imaging building with 129 parking spaces provided in a surface parking lot and an underground parking lot.",2023-05-23 16:00,Ward 9,KNOXDALE-MERIVALE,
D02-02-23-0001,2023-01-03,Zoning By-law Amendment,5210 INNES Road,Comment Period has Ended/Issue Resolution,Active,Kelly Livingstone,Dymon is proposing a 3-storey self-storage centre with an indoor parking area and an ancillary ground floor retail/reception area.  The proposed development will include 54 surface parking spaces.,2023-05-20 09:38,Ward 19,ORLÉANS SOUTH-NAVAN,
D02-02-23-0001,2023-01-03,Zoning By-law Amendment,5220 INNES Road,Comment Period has Ended/Issue Resolution,Active,Kelly Livingstone,Dymon is proposing a 3-storey self-storage centre with an indoor parking area and an ancillary ground floor retail/reception area.  The proposed development will include 54 surface parking spaces.,2023-05-20 09:38,Ward 19,ORLÉANS SOUTH-NAVAN,
D07-12-23-0001,2023-01-03,Site Plan Control,5210 INNES Road,Initial Review Comments Sent,Active,Kelly Livingstone,Dymon is proposing a 3-storey self-storage centre with an indoor parking area and an ancillary ground floor retail/reception area.  The proposed development will include 54 surface parking spaces.,2023-05-20 09:39,Ward 19,ORLÉANS SOUTH-NAVAN,
D07-12-23-0001,2023-01-03,Site Plan Control,5220 INNES Road,Initial Review Comments Sent,Active,Kelly Livingstone,Dymon is proposing a 3-storey self-storage centre with an indoor parking area and an ancillary ground floor retail/reception area.  The proposed development will include 54 surface parking spaces.,2023-05-20 09:39,Ward 19,ORLÉANS SOUTH-NAVAN,
D02-02-23-0002,2023-01-10,Zoning By-law Amendment,1476 CENTURY Road,Zoning By-law in Effect,Inactive,Jack Graham,"ZBA required as a condition of consent D08-01-22/B-00233. The lot has undergone a serverance for the purpose of a lot addition to 1476 Centrury Rd. The severance has resulted in a decreased lot size.  A new zoning exception is requested to permit a single detached dwelling, a minimum lot size of 1400m2, a minimum frontage of 20m and an interior side yard setback of 2m for an accessory building in addition to the permitted use of a landscaping business for the subject property known as 5758 First Line Rd. in the RC2 zone.",2023-07-10 11:03,Ward 21,RIDEAU-JOCK,
D02-02-23-0002,2023-01-10,Zoning By-law Amendment,5758 FIRST LINE Road,Zoning By-law in Effect,Inactive,Jack Graham,"ZBA required as a condition of consent D08-01-22/B-00233. The lot has undergone a serverance for the purpose of a lot addition to 1476 Centrury Rd. The severance has resulted in a decreased lot size.  A new zoning exception is requested to permit a single detached dwelling, a minimum lot size of 1400m2, a minimum frontage of 20m and an interior side yard setback of 2m for an accessory building in addition to the permitted use of a landscaping business for the subject property known as 5758 First Line Rd. in the RC2 zone.",2023-07-10 11:03,Ward 21,RIDEAU-JOCK,
